Ticker,Año,Beneficio,Capital_Invertido,Rentabilidad_%
SNOW,2021,3277.7358760884536,195822.23468947213,1.6738323312907595
SNOW,2022,-502.08211076048246,167461.12221762646,-0.29982010398090764
TSLA,2018,2955.0345571902694,346353.6733304412,0.8531841249943949
TSLA,2019,1234.9445502783424,284457.6953939209,0.4341399688864716
TSLA,2020,732.5813367642954,195843.7400760628,0.37406420878184404
TSLA,2021,-2079.8234813574754,196369.410711601,-1.0591382200621966
TSLA,2022,-3570.662428373192,161600.44665086546,-2.2095622273170674
TSLA,2023,779.4467356326231,117007.86690501565,0.6661490002765033
TSLA,2024,732.9589555433718,139580.04974523574,0.5251172763451388
TSLA,2025,-486.563552617632,22674.795467998367,-2.1458343617887716
TTD,2017,372.8879348014052,20250.0,1.8414219002538528
TTD,2018,-539.5713666574666,75227.67654466516,-0.7172511387309766
UPST,2020,653.7598489037391,25395.944481935803,2.5742686962036796
UPST,2021,3675.0244011178083,423465.46846462635,0.867845119566059
UPST,2022,-4553.2508427132425,136959.4386102189,-3.3245250483769966
URI,2018,-3407.236280283601,159047.5496257558,-2.1422752430332577
URI,2019,629.2979046964624,128728.61503031675,0.4888562690962356
URI,2020,4055.3935532493897,176141.1868921081,2.3023539382265223
URI,2021,2621.4944216788813,124273.08758948691,2.1094626942387573
URI,2022,36.020486843910476,82173.6904289188,0.043834573640170904
URI,2023,364.32906592770087,62535.824434672366,0.5825925686936371
URI,2024,514.7933482989934,61328.977113745976,0.8393965993338084
VST,2018,305.8019469207379,57940.735562608235,0.5277840261283906
VST,2019,-706.1597819195595,58798.56491249022,-1.200981321517856
VST,2020,2799.5693256369004,128066.41376493919,2.1860292978730542
VST,2021,209.64405992531056,102355.23263972199,0.2048200707659297
VST,2022,137.30873555096923,18821.607619721875,0.7295271388353288
ZS,2018,3164.279768969845,332128.8808237496,0.952726472061618
ZS,2019,382.6193836069392,191750.26961267294,0.19954046707721113
ZS,2020,4307.659444621562,173568.20000537133,2.4818252678130297
ZS,2021,518.7875132662266,126606.82358806585,0.40976267989644777
ZS,2022,-954.5679082051133,99434.70290495893,-0.959994730529343
