Fecha,Ticker,Tipo,Precio,Capital
2017-12-15,CVNA,BUY,21.8700008392334,125000.0
2017-12-21,KLAC,BUY,95.90863037109375,62500.0
2017-12-21,TTD,BUY,4.616000175476074,31250.0
2017-12-22,CVNA,SELL,21.25,121456.32821535405
2017-12-22,AMD,BUY,10.539999961853027,76353.16410767703
2017-12-26,MU,BUY,41.22319412231445,38176.582053838516
2017-12-27,TTD,SELL,4.701000213623047,31825.444343829327
2017-12-27,CVNA,BUY,20.280000686645508,35001.01319883392
2017-12-28,KLAC,SELL,95.22872161865234,62056.92937264178
2017-12-29,AMD,SELL,10.279999732971191,74469.68780637748
2018-01-02,MU,SELL,42.608680725097656,39459.673869060454
2018-01-03,CVNA,SELL,18.3700008392334,31704.567064437862
2018-01-09,AMD,BUY,11.819999694824219,121345.93565567576
2018-01-09,MU,BUY,41.92569351196289,60672.96782783788
2018-01-16,AMD,SELL,11.90999984741211,122269.89107081112
2018-01-16,MU,SELL,41.87690734863281,60602.366698310354
2018-01-16,VST,BUY,15.379744529724121,121772.61279847968
2018-01-18,VST,SELL,16.072603225708008,127258.4785452769
2018-01-25,LRCX,BUY,17.78119468688965,124515.5456718783
2018-01-25,ON,BUY,23.81999969482422,62257.77283593915
2018-01-26,ON,SELL,25.139999389648438,65707.82498525686
2018-01-29,AMAT,BUY,50.46282196044922,63982.798910598
2018-01-29,CVNA,BUY,18.809999465942383,31991.399455299
2018-01-30,AMD,BUY,12.869999885559082,15995.6997276495
2018-01-30,DVN,BUY,29.501070022583008,7997.84986382475
2018-01-30,MU,BUY,40.657283782958984,3998.924931912375
2018-01-30,TTD,BUY,4.86899995803833,1999.4624659561875
2018-01-31,AMD,SELL,13.739999771118164,17076.993982213357
2018-02-01,LRCX,SELL,16.876298904418945,118178.87403003429
2018-02-01,AMD,BUY,13.25,68627.66523910192
2018-02-01,MRVL,BUY,21.49508285522461,34313.83261955096
2018-02-02,COF,BUY,88.10526275634766,17156.91630977548
2018-02-02,FANG,BUY,94.69676971435547,8578.45815488774
2018-02-02,GS,BUY,217.92831420898438,4289.22907744387
2018-02-02,HAL,BUY,44.4656867980957,2144.614538721935
2018-02-02,KLAC,BUY,94.05438232421875,1072.3072693609674
2018-02-02,LRCX,BUY,15.979425430297852,536.1536346804837
2018-02-02,MS,BUY,43.844329833984375,268.07681734024186
2018-02-02,OXY,BUY,60.25056457519531,134.03840867012093
2018-02-05,AMAT,SELL,44.06034851074219,55864.9776047639
2018-02-05,CVNA,SELL,17.56999969482422,29882.450538306937
2018-02-05,AMAT,BUY,44.06034851074219,42940.73327587048
2018-02-05,CAT,BUY,127.13887786865234,21470.36663793524
2018-02-05,CVNA,BUY,17.56999969482422,10735.18331896762
2018-02-05,DE,BUY,139.3679656982422,5367.59165948381
2018-02-05,NVDA,BUY,5.283308029174805,2683.795829741905
2018-02-05,ON,BUY,22.639999389648438,1341.8979148709525
2018-02-05,SLB,BUY,56.382659912109375,670.9489574354762
2018-02-05,TSLA,BUY,22.208667755126953,335.4744787177381
2018-02-05,URI,BUY,161.09632873535156,167.73723935886906
2018-02-06,DVN,SELL,27.27001953125,7393.003773339402
2018-02-06,MU,SELL,42.81357955932617,4211.011528418025
2018-02-06,TTD,SELL,4.546999931335449,1867.2326501874702
2018-02-06,CVNA,SELL,18.479999542236328,11291.188745938647
2018-02-06,NVDA,SELL,5.5770158767700195,2832.9924868714393
2018-02-07,URI,SELL,167.73497009277344,174.64954693986238
2018-02-07,DVN,BUY,26.118961334228516,13968.907985526857
2018-02-07,MU,BUY,40.98902130126953,6984.453992763429
2018-02-08,AMD,SELL,11.220000267028809,58113.3903628896
2018-02-08,MRVL,SELL,19.726011276245117,31489.762274627752
2018-02-08,AMD,BUY,11.220000267028809,48293.80331514039
2018-02-08,CVNA,BUY,17.65999984741211,24146.901657570193
2018-02-08,NVDA,BUY,5.377749443054199,12073.450828785097
2018-02-08,URI,BUY,156.53529357910156,6036.725414392548
2018-02-08,VST,BUY,14.934942245483398,3018.362707196274
2018-02-09,COF,SELL,80.17056274414062,15611.776101419397
2018-02-09,FANG,SELL,85.45598602294922,7741.347486232265
2018-02-09,GS,SELL,208.9275665283203,4112.07784856033
2018-02-09,HAL,SELL,39.78822708129883,1919.0170311768954
2018-02-09,KLAC,SELL,89.09207153320312,1015.7323198206923
2018-02-09,LRCX,SELL,14.802342414855957,496.6592648858576
2018-02-09,MS,SELL,41.204833984375,251.93818209538068
2018-02-09,OXY,SELL,55.828800201416016,124.20138449691318
2018-02-09,NVDA,SELL,5.7377166748046875,12881.60426146811
2018-02-12,AMAT,SELL,45.14566421508789,43998.47007904306
2018-02-12,CAT,SELL,128.15716552734375,21642.328273443585
2018-02-12,DE,SELL,141.3118133544922,5442.456643088333
2018-02-12,ON,SELL,21.34000015258789,1264.845515905651
2018-02-12,SLB,SELL,53.191490173339844,632.9743033030768
2018-02-12,TSLA,SELL,21.048667907714844,317.9520253939274
2018-02-12,AMD,SELL,11.680000305175781,50273.76328292298
2018-02-12,CVNA,SELL,19.639999389648438,26854.19806988703
2018-02-13,MU,SELL,41.593955993652344,7087.53375396386
2018-02-13,URI,SELL,160.72914123535156,6198.459590447749
2018-02-13,VST,SELL,15.610695838928223,3154.933000685328
2018-02-14,DVN,SELL,25.26633071899414,13512.905219664808
2018-02-16,AMD,BUY,11.819999694824219,113776.76817255074
2018-02-21,CVNA,BUY,20.6299991607666,56888.38408627537
2018-02-21,DVN,BUY,21.72080421447754,28444.192043137686
2018-02-21,NVDA,BUY,5.970855712890625,14222.096021568843
2018-02-23,AMD,SELL,12.069999694824219,116183.21426202002
2018-02-26,CVNA,SELL,21.8799991607666,60335.329457125394
2018-02-26,DVN,SELL,22.459754943847656,29411.87520298177
2018-02-26,NVDA,SELL,6.099989891052246,14529.683203338443
2018-02-26,TTD,BUY,5.736999988555908,117341.09907351724
2018-02-27,CVNA,BUY,20.719999313354492,58670.54953675862
2018-02-28,AMD,BUY,12.109999656677246,29335.27476837931
2018-02-28,CAT,BUY,130.12628173828125,14667.637384189655
2018-02-28,DVN,BUY,21.791854858398438,7333.818692094827
2018-03-01,NVDA,BUY,5.744499683380127,3666.9093460474137
2018-03-01,OKTA,BUY,36.400001525878906,1833.4546730237068
2018-03-01,TSLA,BUY,22.062000274658203,916.7273365118534
2018-03-05,TTD,SELL,5.823999881744385,119120.54183216784
2018-03-05,DVN,SELL,22.73685073852539,7651.84707906147
2018-03-05,OKTA,SELL,38.84000015258789,1956.3565053527645
2018-03-06,CVNA,SELL,18.68000030517578,52894.10808740268
2018-03-06,NVDA,SELL,5.990645885467529,3824.032830889748
2018-03-07,AMD,SELL,12.239999771118164,29650.187170126763
2018-03-07,CAT,SELL,127.500732421875,14371.68944198372
2018-03-07,CVNA,BUY,17.459999084472656,115192.74514174844
2018-03-08,TSLA,SELL,21.940000534057617,911.6579640223435
2018-03-09,OKTA,BUY,39.709999084472656,58052.201552885395
2018-03-12,CVNA,SELL,18.489999771118164,121988.19833842685
2018-03-13,MRVL,BUY,21.818456649780273,90020.19994565612
2018-03-14,TSLA,BUY,21.775333404541016,45010.09997282806
2018-03-15,CVNA,BUY,20.020000457763672,22505.04998641403
2018-03-16,OKTA,SELL,38.56999969482422,56385.6320272287
2018-03-19,KLAC,BUY,102.99040985107422,39445.34100682136
2018-03-19,NVDA,BUY,5.961948871612549,19722.67050341068
2018-03-19,TTD,BUY,5.559999942779541,9861.33525170534
2018-03-19,ZS,BUY,27.899999618530273,4930.66762585267
2018-03-20,MRVL,SELL,21.989660263061523,90726.56445834278
2018-03-20,ZS,SELL,30.3799991607666,5368.9491176887
2018-03-21,TSLA,SELL,21.101999282836914,43618.30332062627
2018-03-21,CVNA,SELL,20.850000381469727,23438.07642720419
2018-03-22,AMD,BUY,10.90999984741211,84041.2804748573
