Fecha,Ticker,Tipo,Precio,Capital_Operacion,Capital_Total,Retorno_%,Dias_en_Posicion,Año
2021-03-10,CRWD,SELL,194.86000061035156,770.9482607279838,3494.1518945725443,-7.482667777134444,7,2021
2021-03-10,DOCU,SELL,212.6699981689453,403.42882898510624,3897.5807235576503,-3.173375177596005,7,2021
2021-03-10,IDXX,SELL,488.7799987792969,102.23010253534504,3999.8108260929953,-1.8553452548510707,7,2021
2021-03-10,KLAC,BUY,268.9644775390625,1999.9054130464976,1999.9054130464976,0.0,0,2021
2021-03-10,MDB,BUY,294.45001220703125,999.9527065232488,999.9527065232488,0.0,0,2021
2021-03-10,MTCH,BUY,142.636474609375,499.9763532616244,499.9763532616244,0.0,0,2021
2021-03-10,MU,BUY,83.33426666259766,249.9881766308122,249.9881766308122,0.0,0,2021
2021-03-10,TEAM,BUY,225.69000244140625,124.9940883154061,124.9940883154061,0.0,0,2021
2021-03-11,ADBE,SELL,451.05999755859375,113.62945467964636,238.62354299505245,7.089265072690809,3,2021
2021-03-11,WBD,SELL,66.97000122070312,1175.5311853286871,1414.1547283237396,6.284721480172806,2,2021
2021-03-11,MDB,SELL,327.260009765625,1111.3755100538833,2525.530238377623,11.142807335163107,1,2021
2021-03-11,MTCH,SELL,150.892578125,528.9160514643263,3054.4462898419492,5.7882133852755535,1,2021
2021-03-12,CRWD,BUY,199.0,1527.2231449209746,1527.2231449209746,0.0,0,2021
2021-03-12,DDOG,BUY,83.0,763.6115724604873,763.6115724604873,0.0,0,2021
2021-03-12,DOCU,BUY,210.33999633789062,381.80578623024365,381.80578623024365,0.0,0,2021
2021-03-12,OKTA,BUY,227.0,190.90289311512183,190.90289311512183,0.0,0,2021
2021-03-15,FANG,SELL,68.62637329101562,2301.0367440461982,2491.93963716132,4.023207767223824,6,2021
2021-03-15,KLAC,SELL,283.6819152832031,2109.3380179762953,4601.2776551376155,5.471889031146571,5,2021
2021-03-15,MU,SELL,86.69066619873047,260.05678626386407,4861.334441401479,4.027634334051489,5,2021
2021-03-15,TEAM,SELL,236.6199951171875,131.04745556705487,4992.381896968534,4.842922839977759,5,2021
