Fecha,Ticker,Tipo,Precio,Capital_Invertido,Capital_Recuperado,Beneficio,Retorno_%,Dias,Año
2025-05-07,CRWD,BUY,422.5199890136719,25000.0,0.0,0.0,0.0,0,2025
2025-05-07,LCID,BUY,22.5,22500.0,0.0,0.0,0.0,0,2025
2025-05-07,MRVL,BUY,56.18628692626953,20250.0,0.0,0.0,0.0,0,2025
2025-05-07,RIVN,BUY,12.720000267028809,18225.0,0.0,0.0,0.0,0,2025
2025-05-07,UPST,BUY,46.439998626708984,16402.5,0.0,0.0,0.0,0,2025
2025-05-07,VST,BUY,138.9798126220703,14762.25,0.0,0.0,0.0,0,2025
2025-05-08,RIVN,SELL,13.680000305175781,18225.0,19600.471723894498,1375.4717238944977,7.547169952781885,1,2025
2025-05-09,LCID,SELL,25.100000381469727,22500.0,25100.000381469727,2600.0003814697266,11.555557250976566,2,2025
2025-05-09,MRVL,SELL,59.518951416015625,20250.0,21451.119696802845,1201.1196968028453,5.931455292853549,2,2025
2025-05-09,COIN,BUY,199.32000732421875,19901.184180216707,0.0,0.0,0.0,0,2025
2025-05-09,CVNA,BUY,268.1199951171875,17911.065762195034,0.0,0.0,0.0,0,2025
2025-05-12,UPST,SELL,52.959999084472656,16402.5,18705.349066988598,2302.8490669885978,14.039622417244924,5,2025
2025-05-12,VST,SELL,145.5452423095703,14762.25,15459.621169062188,697.3711690621876,4.7240167932543375,5,2025
2025-05-12,COIN,SELL,207.22000122070312,19901.184180216707,20689.962164259156,788.7779840424482,3.9634726099693873,3,2025
2025-05-12,CVNA,SELL,279.6199951171875,17911.065762195034,18679.29364529348,768.2278830984469,4.289124350824225,3,2025
2025-05-13,CRWD,SELL,440.20001220703125,25000.0,26046.105725946334,1046.1057259463341,4.184422903785334,6,2025
2025-05-14,UPST,BUY,51.31999969482422,26077.99236313051,0.0,0.0,0.0,0,2025
2025-05-15,COIN,BUY,244.44000244140625,23470.19312681746,0.0,0.0,0.0,0,2025
2025-05-16,COIN,SELL,266.4599914550781,23470.19312681746,25584.468162161404,2114.275035343944,9.008341021821998,1,2025
2025-05-16,AMAT,BUY,164.10195922851562,23681.620630351856,0.0,0.0,0.0,0,2025
2025-05-19,LCID,BUY,26.799999237060547,21313.45856731667,0.0,0.0,0.0,0,2025
2025-05-20,LCID,SELL,29.600000381469727,21313.45856731667,23540.238794133937,2226.7802268172672,10.447765761639193,1,2025
2025-05-21,UPST,SELL,43.91999816894531,26077.99236313051,22317.719868458484,-3760.2724946720264,-14.419332755033555,7,2025
2025-05-21,COF,BUY,184.4197540283203,23767.908576844246,0.0,0.0,0.0,0,2025
2025-05-21,CVNA,BUY,292.0899963378906,21391.117719159818,0.0,0.0,0.0,0,2025
2025-05-21,LCID,BUY,27.700000762939453,19252.005947243837,0.0,0.0,0.0,0,2025
2025-05-21,PLTR,BUY,120.58000183105469,17326.805352519452,0.0,0.0,0.0,0,2025
2025-05-21,RIVN,BUY,16.34000015258789,15594.12481726751,0.0,0.0,0.0,0,2025
2025-05-21,TTD,BUY,74.47000122070312,14034.71233554076,0.0,0.0,0.0,0,2025
2025-05-21,UPST,BUY,43.91999816894531,12631.241101986683,0.0,0.0,0.0,0,2025
2025-05-21,VST,BUY,151.50296020507812,11368.116991788014,0.0,0.0,0.0,0,2025
2025-05-22,ON,BUY,42.290000915527344,10231.305292609213,0.0,0.0,0.0,0,2025
2025-05-23,AMAT,SELL,156.5573272705078,23681.620630351856,22592.85171701811,-1088.7689133337444,-4.59752704567149,7,2025
2025-05-23,CVNA,SELL,304.1099853515625,21391.117719159818,22271.397780778305,880.2800616184868,4.115166272167392,2,2025
2025-05-23,VST,SELL,157.57022094726562,11368.116991788014,11823.377600844802,455.26060905678787,4.004714319756331,2,2025
2025-05-23,COIN,BUY,263.1600036621094,14876.937473212412,0.0,0.0,0.0,0,2025
2025-05-27,COF,SELL,190.07583618164062,23767.908576844246,24496.86109189094,728.9525150466943,3.066961119822187,6,2025
2025-05-27,PLTR,SELL,123.38999938964844,17326.805352519452,17730.589396303312,403.7840437838604,2.330400991808612,6,2025
2025-05-27,TTD,SELL,76.05999755859375,14034.71233554076,14334.365093041379,299.65275750061846,2.1350830023198597,6,2025
2025-05-27,UPST,SELL,47.65999984741211,12631.241101986683,13706.852779856737,1075.6116778700543,8.51548687247272,6,2025
2025-05-27,ON,SELL,43.400001525878906,10231.305292609213,10499.849981037434,268.544688428221,2.624735366094577,5,2025
2025-05-28,LCID,SELL,26.299999237060547,19252.005947243837,18278.979342189297,-973.0266050545397,-5.054156993930503,7,2025
2025-05-28,RIVN,SELL,15.479999542236328,15594.12481726751,14773.38083100601,-820.7439862614992,-5.2631615809095145,7,2025
2025-05-28,OKTA,BUY,105.2249984741211,24771.331577423687,0.0,0.0,0.0,0,2025
2025-05-29,LCID,BUY,24.100000381469727,22294.198419681317,0.0,0.0,0.0,0,2025
2025-05-29,RIVN,BUY,15.005000114440918,20064.778577713187,0.0,0.0,0.0,0,2025
2025-05-30,COIN,SELL,246.6199951171875,14876.937473212412,13941.899209399562,-935.0382638128503,-6.285152878383005,7,2025
2025-05-30,LRCX,BUY,80.29844665527344,19452.490640881824,0.0,0.0,0.0,0,2025
2025-05-30,MRVL,BUY,60.057762145996094,17507.241576793644,0.0,0.0,0.0,0,2025
2025-05-30,TSLA,BUY,346.4599914550781,15756.51741911428,0.0,0.0,0.0,0,2025
2025-06-03,LRCX,SELL,83.15099334716797,19452.490640881824,20143.526895480565,691.0362545987409,3.552430726512945,4,2025
2025-06-03,MRVL,SELL,62.22299575805664,17507.241576793644,18138.421736726803,631.1801599331593,3.605251901988993,4,2025
2025-06-04,OKTA,SELL,105.5999984741211,24771.331577423687,24859.611448901363,88.27987147767635,0.35637919262334616,7,2025
2025-06-04,CRWD,BUY,460.55999755859375,20495.021685313724,0.0,0.0,0.0,0,2025
2025-06-05,LCID,SELL,21.299999237060547,22294.198419681317,19704.000075253483,-2590.198344427834,-11.618261826095555,7,2025
2025-06-05,RIVN,SELL,13.779999732971191,20064.778577713187,18426.700522108982,-1638.0780556042046,-8.163947831568342,7,2025
2025-06-05,COIN,BUY,244.1999969482422,22258.5895765186,0.0,0.0,0.0,0,2025
2025-06-05,LCID,BUY,21.299999237060547,20032.73061886674,0.0,0.0,0.0,0,2025
2025-06-05,PLTR,BUY,119.91000366210938,18029.45755698006,0.0,0.0,0.0,0,2025
2025-06-05,TTD,BUY,71.11000061035156,16226.511801282059,0.0,0.0,0.0,0,2025
2025-06-06,TSLA,SELL,295.1400146484375,15756.51741911428,13422.556418000477,-2333.961001113803,-14.812670459034738,7,2025
2025-06-06,PLTR,SELL,127.72000122070312,18029.45755698006,19203.75507347058,1174.2975164905183,6.5132160120696,1,2025
2025-06-09,COIN,SELL,256.6300048828125,22258.5895765186,23391.572576133916,1132.9829996153167,5.090093402910578,4,2025
2025-06-09,LCID,SELL,22.299999237060547,20032.73061886674,20973.234437477735,940.503818610996,4.694835848914347,4,2025
2025-06-09,OKTA,BUY,101.19999694824219,22302.972471662128,0.0,0.0,0.0,0,2025
2025-06-10,CRWD,SELL,467.6499938964844,20495.021685313724,20810.52808939602,315.50640408229447,1.5394294718330537,6,2025
2025-06-11,TTD,SELL,72.37000274658203,16226.511801282059,16514.030284725974,287.5184834439151,1.7719056748918716,6,2025
2025-06-11,ON,BUY,51.779998779296875,23805.131061908112,0.0,0.0,0.0,0,2025
2025-06-12,COIN,BUY,241.0500030517578,21424.6179557173,0.0,0.0,0.0,0,2025
2025-06-12,CVNA,BUY,318.95001220703125,19282.15616014557,0.0,0.0,0.0,0,2025
2025-06-12,NET,BUY,170.80999755859375,17353.940544131012,0.0,0.0,0.0,0,2025
2025-06-12,UPST,BUY,54.58000183105469,15618.546489717912,0.0,0.0,0.0,0,2025
2025-06-13,MRVL,BUY,67.04238891601562,14056.69184074612,0.0,0.0,0.0,0,2025
2025-06-13,RIVN,BUY,13.420000076293945,12651.022656671508,0.0,0.0,0.0,0,2025
2025-06-13,TTD,BUY,67.95999908447266,11385.920391004358,0.0,0.0,0.0,0,2025
2025-06-13,URI,BUY,690.4765014648438,10247.328351903921,0.0,0.0,0.0,0,2025
2025-06-16,OKTA,SELL,99.27999877929688,22302.972471662128,21879.833463767398,-423.13900789472973,-1.8972314494508091,7,2025
2025-06-16,ON,SELL,53.880001068115234,23805.131061908112,24770.57777674303,965.4467148349177,4.055624446360562,5,2025
2025-06-16,COIN,SELL,261.57000732421875,21424.6179557173,23248.443910586775,1823.8259548694732,8.512758354147332,4,2025
2025-06-16,NET,SELL,179.27000427246094,17353.940544131012,18213.45963325832,859.5190891273087,4.9528756131298035,4,2025
2025-06-16,MRVL,SELL,70.2652816772461,14056.69184074612,14732.431639295657,675.7397985495372,4.807246300945223,3,2025
2025-06-16,TTD,SELL,70.25,11385.920391004358,11769.583847019305,383.66345601494686,3.3696305861936837,3,2025
2025-06-17,TSLA,BUY,316.3500061035156,20684.028543780576,0.0,0.0,0.0,0,2025
2025-06-17,TTD,BUY,67.63999938964844,18615.625689402517,0.0,0.0,0.0,0,2025
2025-06-18,UPST,SELL,59.08000183105469,15618.546489717912,16906.2609793818,1287.7144896638893,8.244778030475652,6,2025
