Fecha,Capital_Total,Max_Acumulado,Drawdown_%
2022-10-04,25291.84177620776,271001.5239713758,-90.66726953945869
2022-10-06,32251.490025220373,271001.5239713758,-88.09914809607237
2022-10-14,27272.344218809205,271001.5239713758,-89.93646093972157
2022-10-14,27640.47801513723,271001.5239713758,-89.80061897435797
2022-10-14,27517.649510211988,271001.5239713758,-89.84594289103758
2022-10-14,25932.173690693322,271001.5239713758,-90.43098602890794
2022-10-14,24135.96770880095,271001.5239713758,-91.0937889370134
2022-10-14,20752.055947205663,271001.5239713758,-92.3424578418985
2022-10-14,13821.794118832233,271001.5239713758,-94.89973564861127
2022-10-14,26809.2585772252,271001.5239713758,-90.10734028932734
2022-10-17,14461.21425128112,271001.5239713758,-94.66378858710456
2022-10-17,21836.938165008152,271001.5239713758,-91.94213455149624
2022-10-17,22283.92194571598,271001.5239713758,-91.7771968145575
2022-10-17,22399.456142103125,271001.5239713758,-91.73456450950842
2022-10-18,24221.96634627816,271001.5239713758,-91.06205530090061
2022-10-19,27785.250976607527,271001.5239713758,-89.747197517774
2022-10-19,28018.145844216335,271001.5239713758,-89.66125893551221
2022-10-20,14888.894214584663,271001.5239713758,-94.50597398996277
2022-10-24,16478.42677991936,271001.5239713758,-93.91943390633483
2022-10-24,20408.13068554727,271001.5239713758,-92.46936681887337
2022-10-25,30298.088283377572,271001.5239713758,-88.8199564934632
2022-10-25,28396.32984477146,271001.5239713758,-89.52170842855823
2022-10-31,6773.240451436572,271001.5239713758,-97.50066333495897
2022-10-31,4811.060464385997,271001.5239713758,-98.2247109190079
2022-11-02,20617.422764655174,271001.5239713758,-92.3921377036858
2022-11-02,27221.941242805955,271001.5239713758,-89.95505971926518
2022-11-03,1076.850216114229,271001.5239713758,-99.602640531192
2022-11-04,1522.0134932883316,271001.5239713758,-99.43837456299727
2022-11-07,5157.827861905918,271001.5239713758,-98.09675318931022
2022-11-09,16411.5498142257,271001.5239713758,-93.9441116146789
2022-11-09,22553.66461382505,271001.5239713758,-91.67766133440371
2022-11-09,24007.574241350016,271001.5239713758,-91.14116633385213
2022-11-09,24710.305969548102,271001.5239713758,-90.88185719126875
2022-11-09,24889.341763312543,271001.5239713758,-90.81579269423537
2022-11-10,25890.59493968216,271001.5239713758,-90.44632865517876
2022-11-10,25468.364641534332,271001.5239713758,-90.60213231707715
2022-11-10,26113.260870730694,271001.5239713758,-90.36416456702699
2022-11-10,21085.175962409783,271001.5239713758,-92.2195360183152
2022-11-10,14001.970392672934,271001.5239713758,-94.83325031258796
2022-11-10,24633.067153400167,271001.5239713758,-90.91035843916436
2022-11-11,27815.403543652897,271001.5239713758,-89.73607117183928
2022-11-15,18805.305617459107,271001.5239713758,-93.0608118574841
2022-11-15,22546.71591190348,271001.5239713758,-91.68022541663457
2022-11-21,7108.786440591231,271001.5239713758,-97.3768463230701
2022-11-22,5780.586056426353,271001.5239713758,-97.86695440980733
2022-11-22,5958.892936287384,271001.5239713758,-97.80115888318149
2022-11-22,4685.011978960933,271001.5239713758,-98.27122301369205
2022-11-22,5424.179517694876,271001.5239713758,-97.99846899817885
2022-11-23,25514.927848776475,271001.5239713758,-90.58495041840744
2022-11-23,23575.436438603854,271001.5239713758,-91.30062588094745
2022-11-23,22164.830566163037,271001.5239713758,-91.82114172593946
2022-11-23,17015.652163704242,271001.5239713758,-93.72119687212478
2022-11-28,16310.09450245689,271001.5239713758,-93.9815487885671
2022-11-30,13809.096771695482,271001.5239713758,-94.90442099021035
2022-11-30,18192.026563223026,271001.5239713758,-93.2871128189137
2022-12-01,10245.877303182258,271001.5239713758,-96.21925472852158
2022-12-01,19838.24747264135,271001.5239713758,-92.67965464476991
2022-12-05,12864.472428583382,271001.5239713758,-95.25298889834207
2022-12-05,14891.973374824129,271001.5239713758,-94.50483777486171
2022-12-08,5360.8512816988205,271001.5239713758,-98.02183721953348
2022-12-08,4387.102559082756,271001.5239713758,-98.38115207073666
2022-12-09,15260.059562068982,271001.5239713758,-94.36901337732668
2022-12-09,19766.68966727714,271001.5239713758,-92.70605959051176
2022-12-12,17342.545840015868,271001.5239713758,-93.60057257764807
2022-12-12,19054.775987068177,271001.5239713758,-92.96875688821557
2022-12-12,29386.309847547138,271001.5239713758,-89.15640420876339
2022-12-13,15160.498529254324,271001.5239713758,-94.40575155922163
2022-12-19,13358.459243915546,271001.5239713758,-95.07070696571931
2022-12-21,16415.193655696636,271001.5239713758,-93.9427670312915
2022-12-21,15927.811239301625,271001.5239713758,-94.12261193004066
2022-12-21,13973.49572380237,271001.5239713758,-94.84375751138643
2022-12-22,19842.093994586183,271001.5239713758,-92.67823527196033
2022-12-22,20742.102925482395,271001.5239713758,-92.34613052298803
2022-12-22,20963.19622932535,271001.5239713758,-92.26454673681482
2022-12-27,5451.902150699907,271001.5239713758,-97.98823930182925
2022-12-27,5792.861491663091,271001.5239713758,-97.86242475438074
2022-12-27,5963.360822942839,271001.5239713758,-97.79951022579019
2022-12-29,25340.54753669714,271001.5239713758,-90.64929703518062
2022-12-29,22011.23212060508,271001.5239713758,-91.87781980040452
2022-12-29,21349.9102642422,271001.5239713758,-92.12184863340575
2022-12-29,20007.373027434867,271001.5239713758,-92.61724704192139
2022-12-29,17344.8483919894,271001.5239713758,-93.59972293225132
2022-12-29,12032.926372733771,271001.5239713758,-95.55983073585787
2023-01-04,3051.3299522882007,271001.5239713758,-98.87405431985302
2023-01-04,4716.281297831591,271001.5239713758,-98.25968458453033
2023-01-06,12588.210683967833,271001.5239713758,-95.35492992825478
2023-01-06,19292.383116865964,271001.5239713758,-92.88107947359599
2023-01-09,19930.371869239883,271001.5239713758,-92.64566059364854
2023-01-10,23154.97997724595,271001.5239713758,-91.4557749942057
2023-01-11,27025.905169971193,271001.5239713758,-90.02739734673013
2023-01-11,25515.51432001279,271001.5239713758,-90.58473400957412
2023-01-11,26720.80278252797,271001.5239713758,-90.1399806204225
2023-01-17,28168.553799566922,271001.5239713758,-89.60575815708616
2023-01-23,7521.710034214133,271001.5239713758,-97.2244768501713
2023-01-23,11325.17225483185,271001.5239713758,-95.8209931483529
2023-01-23,13213.748062944846,271001.5239713758,-95.12410562519916
2023-01-23,13679.582587709696,271001.5239713758,-94.95221193326034
2023-01-23,13924.987085742028,271001.5239713758,-94.86165727716983
2023-01-23,14040.532054349515,271001.5239713758,-94.81902099715404
2023-01-24,28060.814172532828,271001.5239713758,-89.64551425345611
2023-01-25,7906.328623973258,271001.5239713758,-97.08255196940947
2023-01-26,16586.231830583263,271001.5239713758,-93.87965366853982
2023-01-26,23921.905114023084,271001.5239713758,-91.17277838018734
2023-01-26,26045.159444136043,271001.5239713758,-90.38929410342097
2023-01-31,4254.090698748675,271001.5239713758,-98.43023366200775
2023-02-01,25226.63563241855,271001.5239713758,-90.69133071182172
2023-02-01,25335.776752040383,271001.5239713758,-90.65105746242355
2023-02-01,25005.14931829477,271001.5239713758,-90.77305951942324
2023-02-01,22781.319441140753,271001.5239713758,-91.5936563354725
2023-02-01,15488.74524906549,271001.5239713758,-94.28462798950848
2023-02-01,24565.460538348598,271001.5239713758,-90.93530538929984
2023-02-06,3956.117892906665,271001.5239713758,-98.54018610857534
2023-02-06,4737.284894417278,271001.5239713758,-98.2519342234704
2023-02-07,3289.193117110911,271001.5239713758,-98.78628242789573
2023-02-07,9847.832398830895,271001.5239713758,-96.3661339410508
2023-02-08,15620.522116644035,271001.5239713758,-94.23600211255861
2023-02-08,13142.34445400924,271001.5239713758,-95.15045367220984
2023-02-09,28333.903853183554,271001.5239713758,-89.54474372026915
2023-02-09,29149.518183391836,271001.5239713758,-89.24378071524399
2023-02-10,30675.207894443553,271001.5239713758,-88.68079874794962
2023-02-13,2145.6857258400496,271001.5239713758,-99.20823850198471
2023-02-14,30827.149594125884,271001.5239713758,-88.62473201538823
2023-02-14,32864.704596859105,271001.5239713758,-87.87287092882534
2023-02-14,18517.902068032177,271001.5239713758,-93.1668642313657
2023-02-14,26659.099854636475,271001.5239713758,-90.16274910046177
2023-02-15,33887.03496444694,271001.5239713758,-87.49562937217054
2023-02-22,24525.571330033927,271001.5239713758,-90.95002457158712
2023-02-22,15869.100398198576,271001.5239713758,-94.1442763252229
2023-02-23,32131.316949978645,271001.5239713758,-88.14349215491036
2023-02-23,31599.561583313156,271001.5239713758,-88.33971074396953
2023-02-23,30540.434425477964,271001.5239713758,-88.73053037565067
2023-02-23,28567.813219223834,271001.5239713758,-89.45843078644779
2023-02-24,32398.93809961225,271001.5239713758,-88.04473951850015
2023-02-27,33076.64331870107,271001.5239713758,-87.79466519819469
2023-02-28,33205.89227912448,271001.5239713758,-87.74697212306755
2023-03-03,12871.3334720481,271001.5239713758,-95.25045716222334
2023-03-06,23414.274652903394,271001.5239713758,-91.36009484013952
2023-03-09,6686.582010822112,271001.5239713758,-97.53264043949494
2023-03-10,5900.343224166229,271001.5239713758,-97.82276382150918
2023-03-13,752.9652216429445,271001.5239713758,-99.72215461721076
2023-03-14,11110.00618249899,271001.5239713758,-95.90038977652668
2023-03-14,16558.82480658224,271001.5239713758,-93.88976690465725
2023-03-14,20076.03932140846,271001.5239713758,-92.59190906855234
2023-03-14,20933.447542973317,271001.5239713758,-92.27552405012143
2023-03-14,21376.3485215864,271001.5239713758,-92.1120928737492
2023-03-14,22904.505795714736,271001.5239713758,-91.54820037169459
2023-03-14,23671.526256067325,271001.5239713758,-91.26516858312294
2023-03-15,26417.775314385086,271001.5239713758,-90.25179824554218
2023-03-16,2586.0226339397627,271001.5239713758,-99.04575347177277
2023-03-16,2403.102948550929,271001.5239713758,-99.11325113108782
2023-03-17,5458.477769193587,271001.5239713758,-97.98581288798577
2023-03-20,1720.9058254529473,271001.5239713758,-99.36498297122687
2023-03-20,5106.953515079929,271001.5239713758,-98.11552590544866
2023-03-20,6821.434568132976,271001.5239713758,-97.48287962806678
2023-03-20,7670.326058065177,271001.5239713758,-97.16963729736246
2023-03-21,28568.215458832175,271001.5239713758,-89.45828235938272
2023-03-21,17509.76052738756,271001.5239713758,-93.53887008796416
2023-03-21,24221.885396427802,271001.5239713758,-91.06208517152612
2023-03-21,27099.614974297507,271001.5239713758,-90.00019830989591
2023-03-21,32603.796260901225,271001.5239713758,-87.96914652614834
2023-03-27,650.8788627661729,271001.5239713758,-99.7598246485009
2023-03-28,17332.062944564972,271001.5239713758,-93.60444078299882
2023-03-28,17598.87745184312,271001.5239713758,-93.50598579892045
