Date,Close
2025-02-19,49.89128494262695
2025-02-20,50.96758270263672
2025-02-21,49.33356475830078
2025-02-24,48.7856330871582
2025-02-25,47.83653259277344
2025-02-26,47.50385665893555
2025-02-27,47.601707458496094
2025-02-28,47.7876091003418
2025-03-03,45.44911575317383
2025-03-04,45.527381896972656
2025-03-05,44.529361724853516
2025-03-06,44.72505569458008
2025-03-07,46.22208786010742
2025-03-10,46.57612991333008
2025-03-11,45.514007568359375
2025-03-12,45.33698272705078
2025-03-13,44.69774627685547
2025-03-14,45.759864807128906
2025-03-17,46.477783203125
2025-03-18,46.86133575439453
2025-03-19,47.16619873046875
2025-03-20,47.16619873046875
2025-03-21,47.14653396606445
2025-03-24,47.126861572265625
2025-03-25,48.198822021484375
2025-03-26,48.92657470703125
2025-03-27,48.69054412841797
2025-03-28,48.02180480957031
2025-03-31,48.54302978515625
2025-04-01,48.37583923339844
2025-04-02,48.513526916503906
2025-04-03,43.17340087890625
2025-04-04,39.86901092529297
2025-04-07,38.10863494873047
2025-04-08,35.5123291015625
2025-04-09,39.56414031982422
2025-04-10,35.86637496948242
2025-04-11,37.046512603759766
2025-04-14,37.272705078125
2025-04-15,37.17435836791992
2025-04-16,37.813602447509766
2025-04-17,39.0527458190918
2025-04-21,38.374168395996094
2025-04-22,39.30844497680664
2025-04-23,39.1707649230957
2025-04-24,39.70182418823242
2025-04-25,39.691993713378906
2025-04-28,39.83950424194336
2025-04-29,39.68215560913086
2025-04-30,38.75771713256836
2025-05-01,39.77066421508789
2025-05-02,39.93785095214844
2025-05-05,38.16764450073242
2025-05-06,38.62986373901367
2025-05-07,38.36433410644531
2025-05-08,40.754112243652344
2025-05-09,41.46220016479492
2025-05-12,43.13405990600586
2025-05-13,43.65528869628906
2025-05-14,43.09471893310547
2025-05-15,42.65216827392578
2025-05-16,42.327632904052734
2025-05-19,41.60971450805664
2025-05-20,41.20650100708008
2025-05-21,40.44924545288086
2025-05-22,40.40007400512695
2025-05-23,40.606597900390625
2025-05-27,40.93113327026367
2025-05-28,40.43940734863281
2025-05-29,40.773780822753906
2025-05-30,40.105037689208984
2025-06-02,40.754112243652344
2025-06-03,41.983421325683594
2025-06-04,41.21633529663086
2025-06-05,41.12782287597656
2025-06-06,41.83591079711914
2025-06-09,42.524322509765625
2025-06-10,43.424259185791016
2025-06-11,44.343971252441406
2025-06-12,44.26485061645508
2025-06-13,45.936161041259766
2025-06-16,44.82855224609375
2025-06-17,45.47135925292969
2025-06-18,44.84832763671875
2025-06-20,45.12522888183594
2025-06-23,43.46381378173828
2025-06-24,42.010074615478516
2025-06-25,41.95073699951172
2025-06-26,42.682552337646484
2025-06-27,42.12874984741211
2025-06-30,41.54527282714844
2025-07-01,42.38587188720703
2025-07-02,43.444034576416016
2025-07-03,43.31547164916992
2025-07-07,42.87044906616211
2025-07-08,45.243900299072266
2025-07-09,45.06589126586914
2025-07-10,45.342796325683594
2025-07-11,45.79771041870117
2025-07-14,44.5714225769043
2025-07-15,42.217750549316406
2025-07-16,42.158416748046875
2025-07-17,43.068241119384766
2025-07-18,43.1374626159668
2025-07-21,42.524322509765625
2025-07-22,43.07813262939453
2025-07-23,43.94839096069336
2025-07-24,44.13629150390625
2025-07-25,44.21540832519531
2025-07-28,45.046112060546875
2025-07-29,44.95710754394531
2025-07-30,43.918724060058594
2025-07-31,43.453922271728516
2025-08-01,42.92979049682617
2025-08-04,42.38587188720703
2025-08-05,42.60344314575195
2025-08-06,42.06941223144531
2025-08-07,43.10779571533203
2025-08-08,43.82971954345703
2025-08-11,43.226470947265625
2025-08-12,43.66160202026367
2025-08-13,44.25496292114258
2025-08-14,44.274742126464844
2025-08-15,44.116512298583984
2025-08-18,43.72093963623047
2025-08-19,43.47370147705078
2025-08-20,43.7802734375
2025-08-21,44.06707000732422
2025-08-22,45.323020935058594
2025-08-25,45.88671112060547
2025-08-26,45.53069305419922
2025-08-27,46.35150909423828
2025-08-28,46.98442840576172
2025-08-29,47.08332824707031
2025-09-02,47.51845932006836
2025-09-03,45.787818908691406
2025-09-04,46.094390869140625
2025-09-05,45.402130126953125
2025-09-08,44.87799835205078
2025-09-09,44.640647888183594
2025-09-10,46.04250717163086
2025-09-11,45.754180908203125
2025-09-12,45.40620040893555
2025-09-15,45.207359313964844
2025-09-16,47.484127044677734
2025-09-17,46.91741943359375
2025-09-18,47.08644104003906
2025-09-19,45.833717346191406
2025-09-22,45.49568176269531
2025-09-23,46.1518669128418
2025-09-24,46.61915588378906
2025-09-25,46.71857833862305
2025-09-26,47.19580841064453
2025-09-29,47.822166442871094
2025-09-30,46.97707748413086
2025-10-01,47.44436264038086
2025-10-02,43.974517822265625
2025-10-03,44.590938568115234
2025-10-06,45.13776397705078
2025-10-07,45.06816864013672
2025-10-08,44.779842376708984
2025-10-09,44.26284408569336
2025-10-10,41.90653610229492
2025-10-13,42.17497253417969
2025-10-14,42.03578186035156
2025-10-15,41.63809585571289
2025-10-16,40.802947998046875
2025-10-17,40.66375732421875
2025-10-20,40.79300308227539
2025-10-21,40.67369842529297
2025-10-22,41.48896026611328
2025-10-23,42.632320404052734
2025-10-24,42.3241081237793
2025-10-27,42.055667877197266
2025-10-28,40.59416198730469
2025-10-29,40.345603942871094
2025-10-30,40.46491241455078
2025-10-31,40.96202087402344
2025-11-03,40.68363571166992
2025-11-04,39.84849166870117
2025-11-05,39.5203971862793
2025-11-06,40.06721878051758
2025-11-07,41.071388244628906
2025-11-10,41.558555603027344
2025-11-11,41.6082649230957
2025-11-12,41.68780517578125
2025-11-13,41.777286529541016
2025-11-14,42.51300811767578
2025-11-17,41.44919204711914
2025-11-18,42.27439880371094
2025-11-19,41.21057891845703
2025-11-20,40.971961975097656
2025-11-21,41.20063400268555
2025-11-24,41.19069290161133
2025-11-25,41.170806884765625
2025-11-26,41.180747985839844
2025-11-28,41.75740051269531
2025-12-01,42.095436096191406
2025-12-02,41.73751449584961
2025-12-03,42.204803466796875
2025-12-04,42.42353057861328
2025-12-05,42.18491744995117
2025-12-08,41.121097564697266
2025-12-09,41.310001373291016
2025-12-10,41.75
2025-12-11,41.20000076293945
2025-12-12,41.06999969482422
2025-12-15,40.189998626708984
2025-12-16,38.91999816894531
2025-12-17,40.630001068115234
2025-12-18,39.72999954223633
2025-12-19,39.619998931884766
2025-12-22,40.27000045776367
2025-12-23,40.099998474121094
2025-12-24,40.0
2025-12-26,39.849998474121094
2025-12-29,40.40999984741211
2025-12-30,41.459999084472656
2025-12-31,41.119998931884766
2026-01-02,42.380001068115234
2026-01-05,41.22999954223633
2026-01-06,41.7400016784668
2026-01-07,40.9900016784668
2026-01-08,43.22999954223633
2026-01-09,42.86000061035156
2026-01-12,42.720001220703125
2026-01-13,43.310001373291016
2026-01-14,44.31999969482422
2026-01-15,43.16999816894531
2026-01-16,42.70000076293945
2026-01-20,42.2400016784668
2026-01-21,43.5099983215332
2026-01-22,43.150001525878906
2026-01-23,44.099998474121094
2026-01-26,43.91999816894531
2026-01-27,44.54999923706055
2026-01-28,44.83000183105469
2026-01-29,45.41999816894531
2026-01-30,45.38999938964844
2026-02-02,43.79999923706055
2026-02-03,45.2599983215332
2026-02-04,46.689998626708984
2026-02-05,45.09000015258789
2026-02-06,46.310001373291016
2026-02-09,46.65999984741211
2026-02-10,46.27000045776367
2026-02-11,47.2400016784668
2026-02-12,45.4900016784668
2026-02-13,46.06999969482422
2026-02-17,45.939998626708984
2026-02-18,47.11000061035156
2026-02-19,51.14649963378906
