Date,Close
2021-02-22,331.5613098144531
2021-02-23,323.9305419921875
2021-02-24,322.55780029296875
2021-02-25,316.1198425292969
2021-02-26,313.3743591308594
2021-03-01,314.1032409667969
2021-03-02,310.96954345703125
2021-03-03,306.67132568359375
2021-03-04,302.05120849609375
2021-03-05,300.4227294921875
2021-03-08,294.8369140625
2021-03-09,301.804931640625
2021-03-10,306.58612060546875
2021-03-11,311.1493835449219
2021-03-12,313.5068359375
2021-03-15,312.9103088378906
2021-03-16,309.823974609375
2021-03-17,311.6606140136719
2021-03-18,305.78131103515625
2021-03-19,311.3955383300781
2021-03-22,316.67840576171875
2021-03-23,322.2169189453125
2021-03-24,320.03948974609375
2021-03-25,327.89739990234375
2021-03-26,333.27496337890625
2021-03-29,337.1850891113281
2021-03-30,331.1258544921875
2021-03-31,333.7104797363281
2021-04-01,336.03955078125
2021-04-05,341.6064453125
2021-04-06,340.943603515625
2021-04-07,339.70343017578125
2021-04-08,341.98504638671875
2021-04-09,343.86907958984375
2021-04-12,345.3839416503906
2021-04-13,345.7625732421875
2021-04-14,343.8312683105469
2021-04-15,349.16143798828125
2021-04-16,350.9792175292969
2021-04-19,349.8714904785156
2021-04-20,351.93548583984375
2021-04-21,354.1697692871094
2021-04-22,351.4904479980469
2021-04-23,353.40283203125
2021-04-26,348.8963623046875
2021-04-27,350.49639892578125
2021-04-28,349.9093933105469
2021-04-29,354.4065246582031
2021-04-30,353.0308532714844
2021-05-03,359.8904724121094
2021-05-04,356.0669250488281
2021-05-05,353.4197998046875
2021-05-06,363.1543273925781
2021-05-07,364.6343994140625
2021-05-10,361.93988037109375
2021-05-11,358.8089294433594
2021-05-12,353.13519287109375
2021-05-13,360.08978271484375
2021-05-14,364.7292785644531
2021-05-17,364.2928771972656
2021-05-18,363.2018127441406
2021-05-19,360.213134765625
2021-05-20,363.9322509765625
2021-05-21,361.21881103515625
2021-05-24,363.8090515136719
2021-05-25,365.6401672363281
2021-05-26,365.86773681640625
2021-05-27,367.6514892578125
2021-05-28,358.8942565917969
2021-06-01,358.8563537597656
2021-06-02,361.0954284667969
2021-06-03,364.2074279785156
2021-06-04,367.6704406738281
2021-06-07,360.9152526855469
2021-06-08,360.2511291503906
2021-06-09,360.4977111816406
2021-06-10,363.3914794921875
2021-06-11,362.27191162109375
2021-06-14,364.1031188964844
2021-06-15,364.2453918457031
2021-06-16,359.9759521484375
2021-06-17,365.0423583984375
2021-06-18,361.3705749511719
2021-06-21,366.98736572265625
