Tipo,Fecha,Precio,Capital
BUY,2023-07-20,43.742000579833984,12010.448796908175
SELL +0% D7,2023-07-31,43.89699935913086,12053.007547711783
BUY,2023-08-24,40.69300079345703,12053.007547711783
SELL +2% D1,2023-08-25,41.60300064086914,12322.543704186099
BUY,2023-09-13,41.2239990234375,12322.543704186099
SELL día 7,2023-09-22,37.98099899291992,11353.156683145038
BUY,2023-10-10,37.332000732421875,11353.156683145038
SELL +0% D7,2023-10-19,40.176998138427734,12218.358137121071
BUY,2024-01-02,46.849998474121094,12218.358137121071
SELL +2% D4,2024-01-08,48.50299835205078,12649.456219660364
BUY,2024-04-19,55.50400161743164,12649.456219660364
SELL +2% D2,2024-04-23,57.775001525878906,13167.02095516827
BUY,2024-04-24,55.512001037597656,13167.02095516827
SELL +1% D6,2024-05-02,56.51499938964844,13404.924472832987
BUY,2024-07-11,65.2750015258789,13404.924472832987
SELL día 7,2024-07-22,64.75,13297.109756049891
BUY,2024-09-03,67.53199768066406,13297.109756049891
SELL +0% D7,2024-09-12,68.68000030517578,13523.152482796246
BUY,2024-11-25,86.55899810791016,13523.152482796246
SELL +2% D3,2024-11-29,88.68099975585938,13854.673785967843
BUY,2024-12-18,88.95500183105469,13854.673785967843
SELL +2% D2,2024-12-20,90.90499877929688,14158.384325515006
BUY,2025-01-10,83.76899719238281,14158.384325515006
SELL +2% D5,2025-01-17,85.80999755859375,14503.348077760555
BUY,2025-03-06,90.63600158691406,14503.348077760555
SELL +1% D6,2025-03-14,91.80000305175781,14689.608703914319
BUY,2025-03-28,93.38500213623047,14689.608703914319
SELL día 7,2025-04-08,87.04000091552734,13691.529965081942
BUY,2025-07-01,129.36000061035156,13691.529965081942
SELL día 7,2025-07-11,124.51100158691406,13178.309378217358
BUY,2025-07-18,120.92400360107422,13178.309378217358
SELL día 7,2025-07-29,116.8740005493164,12736.939661623599
BUY,2025-09-11,120.3499984741211,12736.939661623599
SELL +2% D4,2025-09-17,122.8499984741211,13001.520879386604
BUY,2025-10-22,111.63700103759766,13001.520879386604
SELL +0% D7,2025-10-31,111.88600158691406,13030.520098380544
BUY,2025-11-14,111.21700286865234,13030.520098380544
SELL +2% D2,2025-11-18,114.08999633789062,13367.128693989242
BUY,2025-11-19,110.0,13367.128693989242
SELL día 7,2025-12-01,109.12999725341797,13261.406524192094
BUY,2025-12-03,103.95999908447266,13261.406524192094
SELL día 7,2025-12-12,95.19000244140625,12142.683056284
BUY,2026-02-03,79.94000244140625,12142.683056284
SELL +2% D3,2026-02-06,82.19999694824219,12485.970473939085
BUY,2026-02-11,79.62000274658203,12485.970473939085
SELL final,2026-02-19,77.0,12075.102905401267
