Date,Close,Return
2025-02-26,239.31695556640625,
2025-02-27,236.27023315429688,-1.2730909119658906
2025-02-28,240.79052734375,1.9131881867239464
2025-03-03,236.9970703125,-1.5754178842070865
2025-03-04,234.9061737060547,-0.8822457609658607
2025-03-05,234.7169952392578,-0.08053362915595441
2025-03-06,234.30877685546875,-0.17391939743134355
2025-03-07,238.03256225585938,1.5892641540643737
2025-03-10,226.4928436279297,-4.847957993043717
2025-03-11,219.88165283203125,-2.9189402587743385
2025-03-12,216.03842163085938,-1.7478635218863614
2025-03-13,208.7700958251953,-3.3643672041278383
2025-03-14,212.5635528564453,1.817050002422893
2025-03-17,213.0713653564453,0.23889914012820146
2025-03-18,211.7670440673828,-0.6121523119169581
2025-03-19,214.30596923828125,1.1989236484268861
2025-03-20,213.17091369628906,-0.5296425228035306
2025-03-21,217.32281494140625,1.9476865643276886
2025-03-24,219.77215576171875,1.127051856461958
2025-03-25,222.779052734375,1.3681883231451586
2025-03-26,220.56866455078125,-0.992188518832271
2025-03-27,222.87860107421875,1.0472641379690062
2025-03-28,216.95440673828125,-2.658036396219454
2025-03-31,221.1660614013672,1.9412625566838981
2025-04-01,222.22146606445312,0.4772000986040137
2025-04-02,222.91842651367188,0.3136332693514765
2025-04-03,202.30825805664062,-9.245610055374765
2025-04-04,187.56253051757812,-7.288742279088833
2025-04-07,180.6725616455078,-3.673424992218577
2025-04-08,171.6717987060547,-4.981809555074146
2025-04-09,197.98709106445312,15.328838258086197
2025-04-10,189.59365844726562,-4.239383776013506
2025-04-11,197.29013061523438,4.059456540372364
2025-04-14,201.6411590576172,2.2053958952809483
2025-04-15,201.2628173828125,-0.18763117439558608
2025-04-16,193.4269561767578,-3.893347667468283
2025-04-17,196.1251983642578,1.394966989520463
2025-04-21,192.32176208496094,-1.9392899591784474
2025-04-22,198.8732452392578,3.406522009403523
2025-04-23,203.71214294433594,2.433156707055595
2025-04-24,207.4657745361328,1.8426155346186412
2025-04-25,208.37181091308594,0.43671606990545175
2025-04-28,209.22811889648438,0.41095193233964267
2025-04-29,210.29345703125,0.5091754112135805
2025-04-30,211.57785034179688,0.6107623740076784
2025-05-01,212.39430236816406,0.3858872869008989
2025-05-02,204.45889282226562,-3.736168747193236
2025-05-05,198.02691650390625,-3.1458530512295413
2025-05-06,197.64857482910156,-0.19105568146198237
2025-05-07,195.39837646484375,-1.1384844875322098
2025-05-08,196.63299560546875,0.6318471846909812
2025-05-09,197.66847229003906,0.526603727610353
2025-05-12,210.15048217773438,6.314618483710666
2025-05-13,212.28399658203125,1.0152317435524472
2025-05-14,211.6858367919922,-0.2817733789027832
2025-05-15,210.80850219726562,-0.4144512490878882
2025-05-16,210.6190643310547,-0.08986253601558358
2025-05-19,208.14659118652344,-1.1739075721298287
2025-05-20,206.232421875,-0.9196255872420789
2025-05-21,201.47689819335938,-2.30590497769696
2025-05-22,200.7490997314453,-0.36123171859415715
2025-05-23,194.67758178710938,-3.0244309700308447
2025-05-27,199.60260009765625,2.529833309688767
2025-05-28,199.8119659423828,0.1048913414074315
2025-05-29,199.3433837890625,-0.23451155745869423
2025-05-30,200.24066162109375,0.45011668557843887
2025-06-02,201.08807373046875,0.4231968185255619
2025-06-03,202.6533203125,0.7783885702387527
2025-06-04,202.2046661376953,-0.22138999455466601
2025-06-05,200.0213165283203,-1.0797721195455523
2025-06-06,203.30133056640625,1.6398322413909039
2025-06-09,200.8388214111328,-1.2112607174841306
2025-06-10,202.0551300048828,0.6056142857262303
2025-06-11,198.1769256591797,-1.9193793028711492
2025-06-12,198.5956573486328,0.21129184846335747
2025-06-13,195.85400390625,-1.3805203391582088
2025-06-16,197.81802368164062,1.0027978679112204
2025-06-17,195.04644775390625,-1.4010735099622806
2025-06-18,195.98361206054688,0.48048263243587463
2025-06-20,200.39019775390625,2.248446003739346
2025-06-23,200.888671875,0.24875174867879934
2025-06-24,199.69232177734375,-0.595528899907638
2025-06-25,200.948486328125,0.6290500003209187
2025-06-26,200.39019775390625,-0.27782671291542993
2025-06-27,200.469970703125,0.03980880807190612
2025-06-30,204.54754638671875,2.0340082204292953
2025-07-01,207.18951416015625,1.2916154801693835
2025-07-02,211.7954864501953,2.223072103194701
2025-07-03,212.90211486816406,0.5224985841371987
2025-07-07,209.3130340576172,-1.6857891772326217
2025-07-08,209.37286376953125,0.028583844376162126
2025-07-09,210.4994354248047,0.538069564025978
2025-07-10,211.76559448242188,0.6015023532305319
2025-07-11,210.5193634033203,-0.5884955401501801
2025-07-14,207.98707580566406,-1.2028763324753222
2025-07-15,208.47560119628906,0.23488257081967223
2025-07-16,209.52239990234375,0.5021204879841479
2025-07-17,209.38282775878906,-0.06661442577010623
2025-07-18,210.539306640625,0.5523274731814354
2025-07-21,211.8353729248047,0.6155934988386624
2025-07-22,213.74952697753906,0.9036045426718431
2025-07-23,213.50030517578125,-0.1165952529962766
2025-07-24,213.11148071289062,-0.18211892604579338
2025-07-25,213.2311248779297,0.056141585914959435
2025-07-28,213.40061950683594,0.07948869050111718
2025-07-29,210.62904357910156,-1.2987665800312187
2025-07-30,208.415771484375,-1.0507915039244642
2025-07-31,206.94027709960938,-0.7079571638254123
2025-08-01,201.76600646972656,-2.500369044829398
2025-08-04,202.7330780029297,0.47930350118132736
2025-08-05,202.3043670654297,-0.21146570738387327
2025-08-06,212.60302734375,5.0906762062084
2025-08-07,219.36245727539062,3.179366736256095
2025-08-08,228.6541748046875,4.2357829341927555
2025-08-11,226.747802734375,-0.8337359560309343
2025-08-12,229.21310424804688,1.0872438382831362
2025-08-13,232.88612365722656,1.6024473911425474
2025-08-14,232.337158203125,-0.23572269806403368
2025-08-15,231.1494140625,-0.5112157477567991
2025-08-18,230.4507598876953,-0.30225219373292145
2025-08-19,230.1213836669922,-0.1429269406026834
2025-08-20,225.5800323486328,-1.9734590701623533
2025-08-21,224.47215270996094,-0.4911248691371939
2025-08-22,227.3267059326172,1.2716736522523586
2025-08-25,226.72784423828125,-0.2634365777127168
2025-08-26,228.87376403808594,0.9464738691509877
2025-08-27,230.05152893066406,0.5145914812595631
2025-08-28,232.11758422851562,0.8980837064874514
2025-08-29,231.69837951660156,-0.18060015285242814
2025-09-02,229.28298950195312,-1.0424716908628007
2025-09-03,238.01634216308594,3.808984120498149
2025-09-04,239.32383728027344,0.5493299768011717
2025-09-05,239.2340087890625,-0.03753428502223377
2025-09-08,237.42745971679688,-0.7551389041256629
2025-09-09,233.9041748046875,-1.4839416284502027
2025-09-10,226.35855102539062,-3.225946602106422
2025-09-11,229.59239196777344,1.4286365271970913
2025-09-12,233.6247100830078,1.7562943095258854
2025-09-15,236.24969482421875,1.123590368620797
2025-09-16,237.6969451904297,0.6125935389198034
2025-09-17,238.5353546142578,0.3527220020250743
2025-09-18,237.42745971679688,-0.46445731252398037
2025-09-19,245.032958984375,3.203293872010393
2025-09-22,255.5928192138672,4.309567281585802
2025-09-23,253.9459686279297,-0.6443258425658294
2025-09-24,251.8300018310547,-0.8332350414175016
2025-09-25,256.3813171386719,1.8072966979806315
2025-09-26,254.97401428222656,-0.5489100657377954
2025-09-29,253.9459686279297,-0.4031962461707783
2025-09-30,254.14559936523438,0.07861150085717306
2025-10-01,254.9640350341797,0.3220341689919026
2025-10-02,256.6408386230469,0.657662791005964
2025-10-03,257.5291442871094,0.3461279462880995
2025-10-06,256.20166015625,-0.5154694760991507
2025-10-07,255.99209594726562,-0.08179658510275578
2025-10-08,257.569091796875,0.6160330239001643
2025-10-09,253.55670166015625,-1.557791778791151
2025-10-10,244.80340576171875,-3.4522045132806656
2025-10-13,247.18885803222656,0.9744359001401026
2025-10-14,247.29864501953125,0.04441421356069508
2025-10-15,248.86566162109375,0.6336535331355142
2025-10-16,246.97926330566406,-0.757998633938417
2025-10-17,251.81002807617188,1.955939420116093
2025-10-20,261.7411193847656,3.94388237214669
2025-10-21,262.27008056640625,0.20209326791449378
2025-10-22,257.9583435058594,-1.6440064574789193
2025-10-23,259.0861511230469,0.4372053262009956
2025-10-24,262.3200378417969,1.2481897255921526
2025-10-27,268.2986145019531,2.2791155068992097
2025-10-28,268.4882507324219,0.07068103233436318
2025-10-29,269.1869201660156,0.26022346664624774
2025-10-30,270.8836669921875,0.6303229091240592
2025-10-31,269.85565185546875,-0.3795042898427692
2025-11-03,268.53814697265625,-0.4882257880291285
2025-11-04,269.5262756347656,0.3679658451690937
2025-11-05,269.6260986328125,0.03703646251622672
2025-11-06,269.25677490234375,-0.13697625428008564
2025-11-07,267.9592590332031,-0.48188791892468386
2025-11-10,269.1781311035156,0.4548721603090611
2025-11-11,274.99267578125,2.160110352909128
2025-11-12,273.21435546875,-0.6466791551621554
2025-11-13,272.6948547363281,-0.19014401037990014
2025-11-14,272.15533447265625,-0.19784761402760198
2025-11-17,267.2099609375,-1.817114312581336
2025-11-18,267.19000244140625,-0.007469218596389826
2025-11-19,268.3089294433594,0.4187757744410714
2025-11-20,266.0010986328125,-0.8601393980195771
2025-11-21,271.2361755371094,1.968065895668869
2025-11-24,275.6620788574219,1.6317525903571717
2025-11-25,276.7110900878906,0.3805424506761135
2025-11-26,277.29052734375,0.20940152983219829
2025-11-28,278.5893249511719,0.46838874009274
2025-12-01,282.8353576660156,1.524118957389331
2025-12-02,285.9224548339844,1.0914820528252767
2025-12-03,283.8843688964844,-0.7128107299873898
2025-12-04,280.4375915527344,-1.2141483369261685
2025-12-05,278.5193786621094,-0.6840070477014848
2025-12-08,277.6302185058594,-0.31924534677664207
2025-12-09,276.9208679199219,-0.25550193698475887
2025-12-10,278.5193786621094,0.5772445948890148
2025-12-11,277.77008056640625,-0.26902907054526803
2025-12-12,278.0198669433594,0.08992558753764257
2025-12-15,273.8537292480469,-1.498503592968503
2025-12-16,274.353271484375,0.1824120627094583
2025-12-17,271.58587646484375,-1.0086976563313366
2025-12-18,271.935546875,0.12875132341483297
2025-12-19,273.4141845703125,0.5437456457254575
2025-12-22,270.7166748046875,-0.9866019825797601
2025-12-23,272.1053771972656,0.5129726100470355
2025-12-24,273.55401611328125,0.5323815835382772
2025-12-26,273.1444091796875,-0.14973530252399003
2025-12-29,273.50408935546875,0.13168132449112857
2025-12-30,272.82470703125,-0.2483993295382736
2025-12-31,271.6058349609375,-0.4467601499789753
2026-01-02,270.75665283203125,-0.3126523879828924
2026-01-05,267.0101623535156,-1.3837113287258118
2026-01-06,262.1147155761719,-1.8334308830022295
2026-01-07,260.08660888671875,-0.773747740562758
2026-01-08,258.7978515625,-0.4955108337700187
